Date,Close
02-04-2012,573.4
03-04-2012,569.05
04-04-2012,564.1
09-04-2012,559.15
10-04-2012,566.8
11-04-2012,576.6
12-04-2012,572.8
13-04-2012,585.4
16-04-2012,577.85
17-04-2012,584.7
18-04-2012,596.65
19-04-2012,597.4
20-04-2012,588.8
23-04-2012,595.65
24-04-2012,595.45
25-04-2012,593.3
26-04-2012,597.4
27-04-2012,598.75
28-04-2012,598.1
30-04-2012,603.1
02-05-2012,596.65
03-05-2012,599.55
04-05-2012,601.3
07-05-2012,600.25
08-05-2012,594.65
09-05-2012,599.75
10-05-2012,593.6
11-05-2012,571.1
14-05-2012,577.5
15-05-2012,594.85
16-05-2012,582.15
17-05-2012,579.95
18-05-2012,581.75
21-05-2012,594.9
22-05-2012,574.2
23-05-2012,570.6
24-05-2012,568.95
25-05-2012,569.55
28-05-2012,569.6
29-05-2012,565.75
30-05-2012,577.4
31-05-2012,566.95
01-06-2012,569.05
04-06-2012,564.45
05-06-2012,559.25
06-06-2012,574.7
07-06-2012,578.5
08-06-2012,583.65
11-06-2012,578.55
12-06-2012,579.8
13-06-2012,593
14-06-2012,582.95
15-06-2012,594.2
18-06-2012,592.3
19-06-2012,598.05
20-06-2012,605.2
21-06-2012,614.25
22-06-2012,608.5
25-06-2012,609.3
26-06-2012,616.6
27-06-2012,622.95
28-06-2012,616
29-06-2012,635.8
02-07-2012,634.7
03-07-2012,629.9
04-07-2012,633.7
05-07-2012,635.8
06-07-2012,633.9
09-07-2012,625.2
10-07-2012,626.85
11-07-2012,623.95
12-07-2012,619.85
13-07-2012,616.35
16-07-2012,621.5
17-07-2012,627.8
18-07-2012,626.7
19-07-2012,625.95
20-07-2012,624.95
23-07-2012,616.7
24-07-2012,608.45
25-07-2012,611.25
26-07-2012,622.65
27-07-2012,632.45
30-07-2012,645.5
31-07-2012,653.6
01-08-2012,659.85
02-08-2012,655.9
03-08-2012,659.95
06-08-2012,671.4
07-08-2012,669.7
08-08-2012,673.5
09-08-2012,676.35
10-08-2012,675.45
13-08-2012,682
14-08-2012,667.3
16-08-2012,662.45
17-08-2012,661.05
21-08-2012,665.75
22-08-2012,664.2
23-08-2012,668.3
24-08-2012,665.6
27-08-2012,669.95
28-08-2012,681.35
29-08-2012,676.1
30-08-2012,672.05
31-08-2012,668.4
03-09-2012,666.8
04-09-2012,661.7
05-09-2012,650.4
06-09-2012,651.5
07-09-2012,664.6
08-09-2012,667.05
10-09-2012,683.55
11-09-2012,685.05
12-09-2012,681.6
13-09-2012,676.6
14-09-2012,678.15
17-09-2012,672.9
18-09-2012,673.8
20-09-2012,671
21-09-2012,669.5
24-09-2012,679.45
25-09-2012,676.25
26-09-2012,675.7
27-09-2012,677.45
28-09-2012,695.55
01-10-2012,693.15
03-10-2012,697.7
04-10-2012,698.75
05-10-2012,682.55
08-10-2012,708.65
09-10-2012,723.5
10-10-2012,721.15
11-10-2012,720.05
12-10-2012,713.25
15-10-2012,714.8
16-10-2012,718.2
17-10-2012,711.5
18-10-2012,699.8
19-10-2012,694.8
22-10-2012,699.1
23-10-2012,698
25-10-2012,694.9
26-10-2012,684.8
29-10-2012,687.8
30-10-2012,683.8
31-10-2012,694.15
01-11-2012,701.45
02-11-2012,696.95
05-11-2012,697.9
06-11-2012,698.4
07-11-2012,700.35
08-11-2012,696.55
09-11-2012,694.2
12-11-2012,691.95
13-11-2012,688.6
15-11-2012,684.2
16-11-2012,679
19-11-2012,680.45
20-11-2012,683.1
21-11-2012,700.45
22-11-2012,699.2
23-11-2012,705.3
26-11-2012,696.8
27-11-2012,699.95
29-11-2012,709.95
30-11-2012,709.85
03-12-2012,705.05
04-12-2012,703.8
05-12-2012,702.55
06-12-2012,703.15
07-12-2012,699.9
10-12-2012,704.6
11-12-2012,715.6
12-12-2012,725.85
13-12-2012,718.55
14-12-2012,718.95
17-12-2012,721.05
18-12-2012,736.95
19-12-2012,764.8
20-12-2012,747
21-12-2012,729.45
24-12-2012,740.85
26-12-2012,753.7
27-12-2012,745.5
28-12-2012,739.5
31-12-2012,736.25
01-01-2013,739.5
02-01-2013,740.9
03-01-2013,733.85
04-01-2013,735.15
07-01-2013,744.15
08-01-2013,754.45
09-01-2013,761.2
10-01-2013,754.25
